,date,comment,bookname,rate,bookID,like
491,1396/01/13,سلام اینجا اگر کسی از کتاب های مورد تایید آقا و عالی درحوضه دفاع مقدس آشنایی داره به من معرفی کنه,نورالدین پسر ایران,0.0,158.0,0.0
492,1396/01/04,"روایتی صادقانه وصمیمی از روزهای پرالتهاب دفاع مقدس از زبان نورالدین پسر ایران.
واقعا به دلم نشست و خودمو بینشون حس میکردم و فکر میکنم این به خاطر صمیمیتی بود که درجای جای کتاب حس می شد.
حضور امثال ایشون در جامعه امروز ما لازم و ضروریه.
امیدوارم قدرشونو بدونیم.",نورالدین پسر ایران,5.0,158.0,2.0
493,1395/12/08,"سلام عالی....
مگه میشه کتابی رو که آقا ازش تعریف کرده بد باشه...",نورالدین پسر ایران,5.0,158.0,3.0
494,1395/07/05,سلام...کتابی بسیارعالی...من چندین سال پیش خوندم ولی هنوز تصویر سنگریزهای زیرپوست سوخته تو ذهنم....,نورالدین پسر ایران,5.0,158.0,0.0
495,1395/06/14,"دست‌نوشته‌ی حضرت آیت‌الله خامنه‌ای بر حاشیه کتاب «نورالدین پسر ایران»:
 بسم الله الرحمن الرحیم
این نیز یکی از زیباترین نقاشیهای صفحه‌ی پُرکار و اعجاز گونه‌ی هشت سال دفاع مقدس است. هم راوی و هم نویسنده حقاً در هنرمندی، سنگ تمام گذاشته‌اند. آمیختگی این خاطرات به طنز و شیرین‌زبانی که از قریحه‌ی ذاتی راوی برخاسته و با هنرمندی و نازک‌اندیشیِ نویسنده، به خوبی و پختگی در متن جا گرفته است، و نیز صراحت و جرأت راوی در بیان گوشه‌هائی که عادتاً در بیان خاطره‌ها نگفته میماند، از ویژگیهای برجسته‌ی این کتاب است. تنها نقصی که به نظر رسید نپرداختن به نقش فداکارانه‌ی همسری است که تلخی‌ها و دشواریهای زندگی با رزمنده‌ئی یکدنده و مجروح و شلوغ را به جان خریده و داوطلبانه همراهی دشوار و البته پر اَجر با او را پذیرفته است.
ساعات خوش و با صفائی را در مقاطع پیش از خواب با این کتاب گذراندم والحمدلله",نورالدین پسر ایران,0.0,158.0,6.0
496,1395/05/24,این کتاب یکی از پرفروش ترین کتابهای نمایشگاه کتاب بوده من می خوام العان کتاب رو بخونم,نورالدین پسر ایران,0.0,158.0,5.0
497,1395/04/31,"کمتر از یک هفته خواندمش   خیلییییییییی  عالی بود. واقعا باید این کتابها را فیلمنامه کنند بجای این فیلم های ....بی خاصیت.

بنظرم در فصل آخر مشکلات حاضر کشور را خوب مطرح می  کند .
انشالله بتوانیم با علم و عمل راه آنها را ادامه و تکمیل کنیم.",نورالدین پسر ایران,5.0,158.0,3.0
498,1395/02/22,هم بسیار جذابه، هم بسیار اعصاب خرد کن! اصلا نمی‌شه مقدار زیادی پشت سر هم خوند. خیلی جاهای متن آدم مجبور می‌شه گوشی رو بگذاره کنار تا بعدا بیاد سراغ ادامه ماجرا. ولی نمی‌شه برنگشت برای ادامه خوندن...,نورالدین پسر ایران,5.0,158.0,1.0
499,1394/12/17,بسیار عالی ، کتابی که من رو با دفاع مقدس آشنا کرد و با حماسه ای که فیلمهای دفاع مقدس در نمایش اون ناتوان بودن .. درود بر آقای عافی,نورالدین پسر ایران,5.0,158.0,1.0
500,1394/08/23,کتاب بسیار زیبا و خواندنی است.,نورالدین پسر ایران,5.0,158.0,0.0
501,1394/04/29,کتاب بسیار خوب و عالی. سلام بر شهدا,نورالدین پسر ایران,5.0,158.0,0.0
502,1394/03/24,کتاب بسیار خوبی بود,نورالدین پسر ایران,5.0,158.0,0.0
503,1393/10/07,عالی,نورالدین پسر ایران,5.0,158.0,0.0
504,1393/10/07,واقعا لذت بردم و بزرگتر شدم,نورالدین پسر ایران,0.0,158.0,0.0
505,1393/04/30,من این رو خوندم، واقعا خواندنی و لازم المطالعه است. ,نورالدین پسر ایران,5.0,158.0,0.0
506,1396/03/30,ناصر فیض از طنزپردازانِ بسیار عالی کشور هستن,نزدیک ته خیار,5.0,159.0,0.0
507,1396/03/29,بدکی نبود.,نزدیک ته خیار,3.0,159.0,0.0
508,1393/10/27,"در صورت مشکل در دریافت کتاب, با شماره86020646 تماس بگیرید",نزدیک ته خیار,4.0,159.0,0.0
509,1393/10/24,من چجوری کتاب رو دریافت کنم؟؟؟؟؟؟؟ پول رو پرداخت  کردم . لطفا جواب بدین,نزدیک ته خیار,0.0,159.0,0.0
510,1393/08/09,پسندیدمش,نزدیک ته خیار,0.0,159.0,0.0
511,1393/08/09,اتفاقا بسیار هم کتاب خوبیست. پنج ستاره هم کمشه,نزدیک ته خیار,5.0,159.0,1.0
512,1393/08/06,بسیاد هم کتاب خوبیست البته. ٥ ستاره کمشم هست تازه,نزدیک ته خیار,0.0,159.0,0.0
513,1393/08/02,زیاد خوب نیست همین سه ستاره بسته شه,نزدیک ته خیار,3.0,159.0,0.0
514,1398/09/05,"اشعار فاضل رو باید خوند تا فهمید شاعر های بزرگ فقط منحصر به قرن ۷ و ۸ نبودند.
حیف که تعداد اشعارش کمه",اقلیت,5.0,160.0,1.0
515,1398/08/29,چرا انقد قیمتش رو بردید بالا آخه؟ بذارید یه ذره تفاوت با نسخه چاپی داشته باشه خب :|,اقلیت,5.0,160.0,1.0
516,1398/05/25,"باز هم عالی با شعر هایی بسیار زیبا و خواندنی 👌
در اقلیت بودن ، تنها بودن نیست.
(( چه بسا گروهی اندک که بر بسیاران غلبه کردند ...))
⚪⚪⚪⚪⚪⚪⚪
دیگر بهار در سبد روزگار نیست .
قرار نیست نه دیگر قرار نیست .
دیگرم که زود می گذرد شادی ام ولی .
غم می خورم که هیچ غمی ماندگار نیست .
از یاد رفت غرش شیران بی قرار .
آهوی چشم های تو در بیشه زار نیست .
بگذار در غبار فراموشمان کنند .
این سینه را تحمل سنگ مزار نیست .
اقرار عشق راه به انکار می برد .
این کفر جز عبادت پروردگار نیست .
# پیشنهاد می شود.",اقلیت,5.0,160.0,7.0
517,1398/05/15,"بی قرار توام و در دل تنگم گله هاست
آه، بی تاب شدن عادت کم حوصله هاست
مثل عکس رخ مهتاب که افتاده در آب
در دلم هستی و بین من و تو فاصله هاست
آسمان با قفس تنگ چه فرقی دارد
بال وقتی قفس پر زدن چلچله هاست
بی تو هر لحظه مرا بیم فرو ریختن است
مثل شهری که به روی گسل زلزله هاست
باز می پرسمت از مساله دوری و عشق
و سکوت تو جواب همه مساله هاست",اقلیت,5.0,160.0,11.0
518,1398/04/05,"اشعار فاضل نظری رو نباید غزل به غزل، نباید بیت به بیت، نباید مصرع به مصرع، که باید جرعه به جرعه خوند!
که نه! نوشید...
گوارای وجود هرکس که خونده😃😃
پی نوشت: یکی از بهترین گزینه های هدیه به اهالی شعر آثار فاضل نظری‌ست. کتاب‌هاش رو هدیه بدید😀
باشد که رستگار شویم...",اقلیت,4.0,160.0,19.0
519,1398/04/01,عالیه,اقلیت,5.0,160.0,1.0
520,1398/03/28,"این ماهی افتاده در تنگ تماشا را
پس کی به آن دریای آبی رنگ میخوانند?
عالی بود مثل بقیه اشعار جناب فاضل نظری
دلم نمیخواست تموم شه...",اقلیت,5.0,160.0,2.0
521,1398/02/03,فقط هرچی بگم کمه واسه کتابش,اقلیت,5.0,160.0,4.0
522,1398/01/05,خیلی به دل ننشست,اقلیت,1.0,160.0,2.0
523,1397/11/28,به نظرم عالی بود. حتی میتونم به جرئت بگم از کتابای دیگه‌ش خیلی بهتر بود,اقلیت,5.0,160.0,6.0
524,1397/08/19,حرفی برای گفتن باقی نمیمونه!,اقلیت,4.0,160.0,3.0
525,1397/08/10,اصلا به تو افتاده مسیرم که بمیرم...,اقلیت,5.0,160.0,11.0
526,1397/06/30,چرا زیر مجموعه طنز قرار گرفته؟!,اقلیت,5.0,160.0,3.0
527,1397/05/27,اقلیت و گریه های امپراطور جز بهترین کتاب های آقای نظریه... قلمی شیوا ...شیرین و پر کشش,اقلیت,5.0,160.0,12.0
528,1397/04/09,هم این کتاب و هم کتاب ضــــد خعلی جالبه پیشنهاد میکنم بخونین,اقلیت,5.0,160.0,4.0
529,1397/04/08,آفرین به نظری ..همه کتابهای ایشون رو دارم ..به ویژه گریه های امپراتور که عالیه,اقلیت,5.0,160.0,6.0
530,1397/04/07,من زیاد شعر نمی خونم ولی این عالی بودش,اقلیت,5.0,160.0,5.0
531,1397/04/05,عالی,اقلیت,5.0,160.0,3.0
532,1397/03/12,"۵ ستاره به همه ی اشعار استاد نظری
از آثارشون زیاد خوندم اما کتاب'ضد'چیز دیگه ایه...
امیدوارم طاقچه بقیه ی کتاب های ایشون روهم بذاره",اقلیت,5.0,160.0,11.0
533,1397/03/09,غزل‌هایِ عمومن خیلی دوس‌داشتنی,اقلیت,5.0,160.0,4.0
534,1397/03/05,عالی عالی عاااااالی تمام کتابهای ایشونو دارم 😍😍,اقلیت,5.0,160.0,4.0
535,1397/02/25,واقعا شعر های آقای نظری عااااااالیست حتما کتاب گریه های امپراتور را بخوانید,اقلیت,5.0,160.0,10.0
536,1397/02/25,اولین کتاب شعر که خریدم این هست بی نظیر لطفاً کتاب های دیگر این نویسنده هم بزارید متشکرم,اقلیت,5.0,160.0,10.0
537,1397/02/24,مگه میشه استاد نظری شعر بگن و ما با جان و دل عاشق قلمشون نشیم ...!,اقلیت,5.0,160.0,7.0
538,1397/02/20,"البته که من مطمینم کتابای استاد نظری معرکس و نخوندِم میدونم بیسته😊👌
وقتیم کتابشونا اِسِدَم (خریدم) آ خوندم، میاما نظرما اِز نو (‌از اول) ‌مینویسم!
ولی خب طاقچه جان... عزیزی دلی آلوین:/
‌چرا همچی میکونی؟ مَنا غمگین میکونی؟! 😁😁
استاد فاضل خان یه شعری دارند که میگِد:
نه اینکه فکر کنی مرهم احتیاج نداشت-که زخمهای دلِ خونِ من علاج نداشت! حالا این مثلی ماست! من اومدم حداقل دوتا اِز شعراشون رو به امیدی اینکه جدیدس و این کتابشونا قبلا نخوندم، بوخونم آ یکم دلم آروم بیگیرِد، ولی با نقطه مواجه شدم!
کسی که بخواد با آثارشون آشنا بِشِد، میاد نمونه رو بخونه و هیچ شعر که چیچی عرض بوکونم, هیچ کلمه‌ی توی بخشی نمونه نمیبینِد!!
خواهش میکونم اِزیدون که درستش بوکونید... مچکرم:)",اقلیت,5.0,160.0,6.0
539,1397/01/21,اقای نظری جزء برترین شاعران ایرانی هستند حیف که همین یه کتاب در طاقچه موجوده کتاب های ضد،کتاب،گریه های امپراطور جزء اثار ایشون هست و همگی بی نظیرن,اقلیت,5.0,160.0,6.0
540,1396/11/11,"در اقلیت بودن تنها بودن نیست، چه بسا گروهی اندک که بر بسیاران غلبه کردند....
عالی...همه ی دفترهای فاضل نظری....",اقلیت,5.0,160.0,18.0
541,1396/10/28,بینهایت لذت بردم و با احساس و درک خوندمش.مرسی.فقط کاش انقد ته هر شعریش از ارزوی مرگ و مردن. نمیگفت,اقلیت,5.0,160.0,5.0
542,1396/10/27,"زمستان نیز رفت اما بهارانی نمی بینم
بر این تکرارِ در تکرار پایانی نمی بینم
«به دنبال خودم چون گردبادی خسته می گردم
ولی از خویش جز گردی به دامانی نمی بینم»
چه بر ما رفته است ای عمر؟ ای یاقوت بی قیمت!
که غیر از مرگ گردن بند ارزانی نمی بینم
«زمین از دلبران خالی ست یا من چشم و دل سیرم؟
که می گردم ولی زلف پریشانی نمی بینم»
خدایا عشق درمانی به غیر از مرگ می خواهد
که من می‌میرم از این درد و درمانی نمی بینم
-------------
زیبا بود.",اقلیت,4.0,160.0,8.0
543,1396/09/29,لطفا بیشتر از کتابهای جناب فاضل نظری تو اپلیکیشن قرار بدید، اشعارشون عالیه,اقلیت,5.0,160.0,8.0
544,1396/09/21,"فاضل نظری اهل دل و با فضیلت.
دفتر اقلیت هم عالی....
""این دعایی ست که رندی به من آموخته ست
بار ما را نه بیفزا نه سبک تر گردان....""
دفتر اقلیت",اقلیت,4.0,160.0,8.0
545,1396/08/28,"""ای که بخشید گناه پدرم آدم را
به گناهان نبخشوده قسم دلتنگم""
📚دفتر اقلیت/فاضل نظری
شعرای فاضل نظری واقعا فوق العاده اند هم از لحاظ شیوایی و هم از لحاظ تخیل شعری
و بسیار به دلنشین😌(ترکیب جدید)
از بس غرق شده بودم تو بحرش یک نفس تا نصف خوندم یهو سر بلند کردم، دیدم عـه! نصف کتابو خوندم😐",اقلیت,5.0,160.0,22.0
546,1396/06/28,"*هم دعا کن گره از کار تو بگشاید عشق هم دعا کن گره تازه نیفزاید عشق! *یک عمر ملایک همه گشتند و ندیدند
در نامه ی اعمال من مست صوابی ساقی! همه بخشوده ی یک گوشه ی چشمیم
آنجا که تو باشی چه حسابی چه کتابی!؟",اقلیت,4.0,160.0,11.0
547,1396/03/25,wow...,اقلیت,5.0,160.0,0.0
548,1396/03/07,کم نظیر,اقلیت,5.0,160.0,3.0
549,1396/02/04,"واقعا زیبا 👍👌🌹
هم شعرهای دفتر اقلیت
هم دفتر ضد
هم دفتر آنها
هم دفتر گریه های امپراتور
همشون عالی عالی.",اقلیت,5.0,160.0,5.0
550,1395/12/23,من هرگز هیچ کتاب شعری مثل کتابهای ایشون به مزاجم خوش نیومده بود،عالیه,اقلیت,5.0,160.0,3.0
551,1395/11/14,"فاضل:طوافم لحظه ی دیدار چشمان تو بازل شد
من اما همچنان در فکر دورباطلی دیگر",اقلیت,5.0,160.0,4.0
552,1395/11/14,شعر های فاضل نظری واقعا حرف نداره و بی نظره  عالیه,اقلیت,0.0,160.0,2.0
553,1395/10/06,اشعار فاضل نظری واقعا عالی و بی نظیره,اقلیت,5.0,160.0,2.0
554,1395/10/03,"ممنون از طاقچه بابت این کتاب فاخر 
لطفا بقیه ی کتاب هاشون رو هم بگذارید 
من فکر می کنم شعر های  آقای نظری حال و هوای دیوان حافظ رو داره تعبیر شایسته ایه اگر بگم ایشون حافظِ معاصر هستند. چون واقعا سبک همون حافظ هست فقط لغات امروزی شدن.",اقلیت,5.0,160.0,2.0
555,1395/09/30,"شعرهای جناب فاضل نظری واقعا قابل تحسین هستن
دمش گرم",اقلیت,0.0,160.0,1.0
556,1395/09/30,استاد فاضل نظری بزرگترین غزل سرای تاریخه. من پنج تا کتاب ایشون رو خوندم و خیلیاشو حفظم. هیچ شاعری به پای ایشون نمیرسه تخیلات و ذهن باز شعریش,اقلیت,5.0,160.0,1.0
557,1395/09/19,ممنون به خاطره کتاب اقلیت لطفأ همه کتاباشون و بزارید سپاس,اقلیت,4.0,160.0,0.0
558,1395/09/19,سلام.لطفا همه کتاباشونو بزارید. مممممنون,اقلیت,4.0,160.0,0.0
559,1395/08/26,"سلام 
میخواستم به طاقچه یه پیشنهادی بدم.
اگه امکانش هست یه قابلیتی بذارید روی فایلا که بتونیم بعضی صفحه یا یه سری خط های کتاب رو استار و علامت بگذاریم تا بتونیم راحت به اون صفحه مراجعه کنیم و بدونیم از کجا بیشتر خوشمون اومده",اقلیت,5.0,160.0,0.0
560,1395/08/12,طاقچه لطفا همه ی کتاباشونو بذار,اقلیت,5.0,160.0,0.0
561,1395/07/18,"از فاضل نظری دو کتاب ضد و گریه های امپراطور رو خوندم و همینطور اشعار پراکنده ای از کتابای دیگه ایشون.اشعار جذابی دارن که بعضی از اونها واقعا آدمو غافلگیر میکنه.گریه های امپراطور از نظر من بهتره.
ممنون از طاقچه به خاطر کتاب اقلیت
***
از باغ میبرند چراغانی ات کنند
تا کاج جشنهای زمستانی ات کنند
پوشانده اند صبح تو را ابرهای تار
تنها به این بهانه که بارانی ات کنند
یوسف به این رهاشدن از چاه دل مبند
ابن بار می برند که زندانی ات کنند
ای گل گمان مکن به شب جشن میروی
شاید به خاک مرده ای ارزانی ات کنند
یک نقطه بیش فرق رحیم و رجیم نیست
از نقطه ای بترس که شیطانی ات کنند
آب طلب نکرده همیشه مراد نیست
گاهی بهانه ای ست که قربانی ات کنند
از گریه های امپراطور",اقلیت,5.0,160.0,7.0
562,1395/07/15,زیبا بود اما به خوبیه گریه های امپراطور نیست,اقلیت,0.0,160.0,0.0
563,1394/10/18,"غزل های زیبایی دارند . اما زبانشون زبان پخته یی نیست . موزون بودنشون نصفه نیمه ست و واژه هاشون رو نه از زبان که از لغت نامه وام گرفتند. و در کل اشعار ی دارند که خوب به مذاق ""وزارت ارشاد "" شیرین میاد .  ",اقلیت,1.0,160.0,0.0
564,1394/10/10,کتاب ضد رو هم لطفا قرار بدید,اقلیت,4.0,160.0,0.0
565,1394/09/15,"سلام
استاد فاضل نظری  واقعا  فاضل هستند. عالیه شعرهاشون. 
میشه بقیه ی کتاب هاشون رو هم بگذارید برای خرید؟!",اقلیت,5.0,160.0,2.0
566,1394/01/17,شعرهای فاضل نظری را دوست دارم اما ب نظرم گریه های امپراطورش بهتر بود، شاید هم انتظارم را بالا برده، نمیدونم!,اقلیت,4.0,160.0,0.0
567,1393/04/16,دارایاطلاعت عالی,اقلیت,3.0,160.0,0.0
568,1395/09/05,این کتاب عااااالیه البته من از طاقچه نگرفتم خودم کتالشو داشتم توصیه میکنم حتما بخونیدش,فانوس کمین,5.0,163.0,0.0
569,1395/11/25,واقعا جالب و جذب کننده بود یه شب همش رو خوندم اصلا گذر زمان رو نفهمیدم,حماسه هویزه,4.0,164.0,0.0
570,1393/04/16,جالب وخواندنی,حماسه هویزه,3.0,164.0,0.0
571,1393/04/17,خوب,آسمان مال آن هاست - کتاب آسمانی ها,5.0,165.0,0.0
572,1395/11/11,۵۹۷ رو جایی شنیدی و برات آشناست پسر,نسیم نخلستان,5.0,168.0,0.0
573,1395/11/11,راوی خیلی باحال میحرفه,نسیم نخلستان,0.0,168.0,0.0
574,1393/07/25,"محتوای خوبی داشت ازش استفاده کردم خیلی به دردم خورد مخصوصا بعضی تمریناش، اینم بگم جواب داد، البته یه وقتایی قلمش رو دوست نداشتم
کلا راضیم ازش ",اراده,3.0,172.0,0.0
575,1393/04/15,عالی,با عرشیان,5.0,173.0,0.0
576,1394/08/26,عالی بود,لذت حضور,5.0,174.0,0.0
577,1394/06/23,کتاب خوب و ساده است. تو یه بخشی برای حضور قلب در نماز میگه همزمان با خوندن عربی معناش رو هم در نظر داشته باشین که به نظر من روش موثریل,لذت حضور,4.0,174.0,0.0
578,1393/04/15,خوب,لذت حضور,5.0,174.0,0.0
579,1395/01/08,سلام فایل دیگه ایرادی ندارد ممنون از توجه و اقدام سریع شما کتابخانه خوب و مفیدی در زمینه های گوناگون در اختیارم گذاشته اید .از اینکه در توسعه فرهنگ مطالعه نقش موثری در جامعه دارید سپاس گذارم.,تکنولوژی رها,5.0,175.0,0.0
580,1394/02/07,خوندمش همچین نکته ی خاصی نداشت، خب عمه منم میدونه ک علم نقایصی داره.,تکنولوژی رها,3.0,175.0,1.0
581,1393/08/16,کتاب خوبی بود...ممنونم هم از سروش هم از طاقچه : ),تکنولوژی رها,5.0,175.0,0.0
582,1395/11/19,به نظر من استفاده از لفظ منازعه ی ایران و عربستان درست نیست باید می گذاشت منازعه ی عرب و عجم، مشکل ریشه فرهنگی داره و ریشش به قبل از اسلام برمی گرده شاید هم به هخامنشیان که اون موقع کشور تشکیل شده عربستان در قرن نوزدهم وجود خارجی نداشت، البته میشه این رابطه رو بهبود داد، نمونش کشور عمانه که بدلیل دفاع ایران در به قدرت رسیدن سلطان قابوس، الان مردم عمان رابطه حسنه ای با مردم ما دارن، البته کشورهایی مثل انگلیس و آمریکا نمی ذارن روابط دوستانه شکل بگیره تا راحت تر بتونن از نفت منطقه  با قیمت ارزانتر برداشت کنن و سلاحاشونو یک جایی بفروشن.,منازعه ایران و عربستان,3.0,176.0,0.0
583,1394/08/26,"من نمیدانم چرا نویسنده این کتاب چشم خود را بر روی واقعیت های موجود، بسته است.
فاجعه منا و تجاوز به دو  نوجوان ایرانی در فرودگاه جده، واقعیاتی هستند که به گفته رهبر انقلاب نباید فراموش شود.",منازعه ایران و عربستان,1.0,176.0,0.0
584,1393/04/11,"کاشکی داستان و رمان رایگان هم قرار بدید 
خیلی برنامه خوبیه مرسی ...",منازعه ایران و عربستان,3.0,176.0,0.0
585,1398/05/07,خوب,اخلاق سیاسی,5.0,177.0,0.0
586,1396/04/11,"harfe mofte
kheyli ham mofte",جمعیت قدرت استراتژیک,3.0,178.0,0.0
587,1396/04/10,طبق براوردها وقتی جمعیت از ۱۱/۲ میلیارد بگذره جنگها شروع میشه,جمعیت قدرت استراتژیک,3.0,178.0,0.0
588,1395/06/22,شما تلویزیون رو روشن کن پنج دقیقه نیاز به نوشتن کتاب نبود.  پشت سدها اب نیست. چاه های اب خشک شده. دریاچه ها خشک شده. همواره هم از هموطنان درخواست میشه که در تابستان برق  و در زمستان گاز کمتر مصرف کنن که به بقیه هم برسه !!! بعد شعار میدیم جمعیت کنه‌,جمعیت قدرت استراتژیک,4.0,178.0,1.0
589,1394/11/11,"مشکل اینه که جمعیت وقتی باعث پیشرفته که همه چی همراهش داشته باشیم از جمله پول. زمین. آب. شغل. برنامه
این جمعیتی که چند سال دیگه فوران می کنه حتی آب خوردن در این کشور کویر شده پیدا نخواهد کرد. ما یرعکس کشورهای دیگه فقط با کم کردن جمعیت و بهبود تربیت همون جمعیت کم می تونیم پیشرفت کنیم.",جمعیت قدرت استراتژیک,1.0,178.0,1.0
590,1394/11/11,به جای اینکه با این حرفا بخاین مر دم رو به بچه اوردن وادار کنین، یکم شرایط اقتصادی و معیشتی رو بهتر کنین، ملت تو بچه اولشم موندن اونوقت دیوانه ان ک برن بچه دوم و سوم هم بیارن خودشونو بدبخت تر کنن؟,جمعیت قدرت استراتژیک,1.0,178.0,2.0
591,1394/10/15,مخالفم بارشد جمعیت ؛مخصوصا تو این شرایط,جمعیت قدرت استراتژیک,5.0,178.0,1.0
592,1394/08/22,حماقت محض,جمعیت قدرت استراتژیک,1.0,178.0,1.0
593,1393/04/17,ok,جمعیت قدرت استراتژیک,5.0,178.0,0.0
594,1398/03/23,خداوند به درجاتت بیافزاید،یک ملت را از جهل نجات داد,ما روابط با آمریکا را می خواهیم چه بکنیم؟,5.0,179.0,8.0
595,1395/10/21,درود خدا بر روان پاک مردی ازتبار نور.بزرگ مرد تاریخ,ما روابط با آمریکا را می خواهیم چه بکنیم؟,5.0,179.0,5.0
596,1395/10/21,واقعا امام آدم بزرگی بودن، هستن و خواهند بود,ما روابط با آمریکا را می خواهیم چه بکنیم؟,5.0,179.0,5.0
597,1395/10/20,قابل توجه بعضی مسئولین,ما روابط با آمریکا را می خواهیم چه بکنیم؟,5.0,179.0,3.0
598,1395/10/20,درود بر روح خدا .دوراندیش تمام عیار.,ما روابط با آمریکا را می خواهیم چه بکنیم؟,5.0,179.0,5.0
599,1395/10/20,عالی,ما روابط با آمریکا را می خواهیم چه بکنیم؟,5.0,179.0,2.0
600,1395/10/19,👎,ما روابط با آمریکا را می خواهیم چه بکنیم؟,0.0,179.0,0.0
601,1395/08/13,"بمناسبت سیزده آبان پیامی به 
ام الفساد منطقه و عالم،
خبیث ترین خبیثان،
حامی صدام و دیکتاتورهای مرتجع عرب،
بزرگترین و قدرتمندترین شرور عالم،
دارای منفورترین حکام،
جنایتکارترین دولتیان،
 جنایتکارپرورترین عالمیان،
حامی اسراییل و سعودی های کو دک کش،
شیطان بزرگ،
امریکای لعین رجیم
بدهیم که ای امریکا از دست ما فرزندان خمینی عصبانی باش و از این عصبانیت بمیر.
و پیامی به سگ نگهبان و دست نشانده تو اسراییل:
بدان که سربازان خمینی در طول انقلاب و هشت سال جنگ تحمیلی و مدافعان حرم ثابت کردند هر آنچه ولی شان اراده کند به لطف حق بدان جامعه عمل پوشانده
و دور نیست که با علم سید علی به مطالبه امام مظلومان جامعه عمل پوشانده و اسراییل را از صفحه روزگار محو کنند چرا که آن پیر فرزانه فرمود اسراییل باید از صفحه روزگار محو گردد
ای امریکا
اسراییل 
ام
انگلیس و وهابیت لعین
مرگتان باد",ما روابط با آمریکا را می خواهیم چه بکنیم؟,5.0,179.0,6.0
602,1396/08/28,مطالب کتاب فقط یه قسمت از دخالتهای انگلیس تو ایرانه. اگه بخوان همش رو بنویسن مطمئنا چند هزار صفحه میشه. متاسفانه هستن کسایی تو این مملکت که بی بی سی رو منبع موثق میدونن,ما و روباه,4.0,180.0,8.0
603,1396/08/16,خیلی ناجوره اصلا حوصلت نمیشه بخونیش مزخرف,ما و روباه,1.0,180.0,0.0
604,1395/08/05,جالب نیست.,ما و روباه,0.0,180.0,0.0
605,1395/08/02,واقعا حقیقت رو گفته,ما و روباه,5.0,180.0,1.0
606,1394/12/21,بد بد بد بود,ما و روباه,1.0,180.0,0.0
607,1394/11/16,ارزش خوندن نداره...,ما و روباه,1.0,180.0,0.0
608,1394/09/11,خیلی چرت و مسخره بود,ما و روباه,1.0,180.0,0.0
609,1394/06/01,میشه ورژن epub این کتاب رو بذارین,ما و روباه,5.0,180.0,0.0
610,1394/04/15,فوق العاده هستش...,ما و روباه,5.0,180.0,0.0
611,1395/03/27,"عرض ادب 
سبک زندگی یا  style of life  از مباحث جدید و بسیار مهمی است که در  دهه ی اخیر در باره ی آن و شاخص های آن بحث می شود. 
اما در جامعه ی غربی از موضوعتی است که از سالهای   
۱۹۶۰ میلادی مورد توجه قرار گرفت. 
تا سال های اخیر بحث و موضوع  style of life  بیشتر بر محور 
مسایل طبقه  class  یا بعدهه  منزلت یا  status  بود. 
جامعه شناسانی که در آن سال ها به این موضوع روی آوردند  بیشتر مبنای تحلیل خود را بر ( مقیاس اتاق  نشیمن ) 
قرار دادند. 
برای آنها بیشتر تمرکز بر روی اقلام مصرفی و فرهنگ مصرفی 
و وسایل مورد استفاده در اتاق نشیمن بود که پس از 
جرح و تعدیل ها    ۲۲ شاخص  مادی را در نظر گرفتند. 
این روش تحلیل بعدها مورد انتقاد قرار گرفت زیرا ارتباط 
و موضوعیتی با   سطح درامد و تحصیلات افراد و خانواده ها  نداشت!! 
بنابراین سعی شد که اشکالات آن برطرف شود.
امروزه پس از روند مدرنیزاسیون در ایران و تحولات اقتصادی ، اجتماعی جامعه ی ایران و برنامه های دولت هاشمی در 
زمینه اقتصادی  و تحولات فرهنگی دولت اصلاحات در 
دهه ی ۸۰ شمسی به اینطرف با افزایش میزان درآمد خانواده ها  و سطح تحصیلات  و گسترش رسانه های مجازی و کانال  های ماهواره ای  سبک زندگی مردم ایران دگرگونی بسیار 
زیادی کرده  و عناصر اساسی این سبک از نظر ：

_  معتقدات و ارزشهای اسلامی 
_ ایستارهای  فرهنگ ایرانی و آریایی 
_  سبک معماری و منازل مسکونی 
_ نوع و شکل مصرف مردم 
_ و میزان رواط اجتماعی و گسترش روابط  مجازی و شکل گیری گروه های مجازی و رسانه ای  باعث گسست در غرهنگ  اسلامی _ ایرانی مردم شده و هویت اصلی و اساسی مردم 
به شدت آسیب دیده و تضعیف گردیده است!! 
ایران در حال حاضر یک جامعه ی دوگانه  با  فرهنگ سنتی و اسلامی و ترکیبب از فرهنگ مصرفی غرب است.!!! 
از دیدگاه نسلی بیشترین آسیب به نسل  چهام  و متولدین  ۱۳۶۰ به بعد وارد شده که  روح آنان چنان با رسانه های مجازی عجین شده  و بیکاری و بی برنامگی فرهنگی دولت های بعد از جنگ  چنان بر این مسایل افزوده که  در حال حاضر راهی برای برون رفت آنها از این شرایط وجود ندارد.",مختصات سبک زندگی در جامعه ی ایرانی,5.0,181.0,0.0
612,1396/02/09,جالب نبود,مجموعه نظرات شورای نگهبان (دوره هشتم مجلس),1.0,200.0,0.0
613,1394/04/18,سلام، قانون پی دی اف که بصورت رایگان موجوده، این مبالغ برای چیه واقعا!؟ قانون حالت عمومی داره و اگه چاپ بشه بابت هزینه نشر پول میگیرن نه بابت حق مالکیت ادبی هنری، برام عجیب بود مبلغ دیدم، موفق باشید,قانون مجازات اسلامی مصوب ۱۳۹۲ در پرتو نظرات شورای نگهبان,5.0,203.0,0.0
